"#","Word","Frequency","Google_Translate","Wolfram_Translate"
909,"unseren",0.00009836387134581276,"our","Missing[""NotAvailable""]"
910,"rolle",0.00009829191533166074,"role","Missing[""NotAvailable""]"
911,"verstehe",0.00009821995931750872,"understand","Missing[""NotAvailable""]"
912,"still",0.00009800409127505265,"quiet","{""windless"", ""calm"", ""still"", ""quiet"", ""placid"", ""tranquil"", ""serene"", ""silent"", ""peaceful"", ""peaceable"", ""quietly"", ""silently"", ""noiselessly""}"
913,"leiche",0.00009764431120429255,"corpse","Missing[""NotAvailable""]"
914,"töten",0.00009757235519014053,"kill","{""kill"", ""murder"", ""assassinate""}"
915,"längst",0.00009742844316183648,"a long time ago","{""a long time ago""}"
916,"sage",0.00009742844316183648,"legend","Missing[""NotAvailable""]"
917,"holen",0.00009735648714768446,"pick up","{""bring"", ""catch"", ""contract"", ""fetch"", ""get"", ""go get""}"
918,"garten",0.00009728453113353245,"garden","Missing[""NotAvailable""]"
919,"daher",0.00009721257511938043,"therefore","{""consequently"", ""hence"", ""thus"", ""as a result"", ""therefore"", ""so""}"
920,"bewegte",0.00009714061910522841,"moving","Missing[""NotAvailable""]"
921,"beispiel",0.00009706866309107638,"example","Missing[""NotAvailable""]"
922,"entlang",0.00009706866309107638,"along","{""along""}"
923,"getroffen",0.00009706866309107638,"met","{""distressed"", ""grieved"", ""aggrieved""}"
924,"verließ",0.00009685279504862032,"left","Missing[""NotAvailable""]"
925,"verstanden",0.00009678083903446829,"Roger that","Missing[""NotAvailable""]"
926,"gehalten",0.00009678083903446829,"held","Missing[""NotAvailable""]"
927,"grinste",0.00009670888302031627,"grinned","Missing[""NotAvailable""]"
928,"spielen",0.00009663692700616426,"play","{""play"", ""act as"", ""play on"", ""act"", ""play the role of"", ""enact"", ""perform"", ""gamble"", ""execute""}"
929,"dana",0.00009649301497786022,"dana","Missing[""NotAvailable""]"
930,"pferd",0.00009591736686464405,"horse","Missing[""NotAvailable""]"
931,"reihe",0.00009591736686464405,"line","Missing[""NotAvailable""]"
932,"großer",0.00009577345483634,"greater","Missing[""NotAvailable""]"
933,"hoffnung",0.00009570149882218798,"hope","Missing[""NotAvailable""]"
934,"gefahr",0.00009570149882218798,"danger","Missing[""NotAvailable""]"
935,"laurel",0.00009555758679388394,"laurel","Missing[""NotAvailable""]"
936,"denkt",0.00009548563077973193,"thinks","Missing[""NotAvailable""]"
937,"foto",0.00009534171875142788,"photo","Missing[""NotAvailable""]"
938,"nummer",0.00009505389469481979,"number","Missing[""NotAvailable""]"
939,"traf",0.00009505389469481979,"hit","Missing[""NotAvailable""]"
940,"verschwand",0.00009483802665236374,"disappeared","Missing[""NotAvailable""]"
941,"unbedingt",0.0000947660706382117,"absolutely","{""unconditional"", ""unreserved"", ""complete"", ""needs"", ""absolutely"", ""certainly"", ""positively"", ""surely"", ""undeniably"", ""unquestionably"", ""without a doubt"", ""easily"", ""by all means""}"
942,"vorher",0.0000947660706382117,"before","{""before"", ""previously"", ""prior to"", ""previous to""}"
943,"zeigen",0.0000947660706382117,"demonstrate","{""display"", ""evince"", ""indicate"", ""make manifest"", ""manifest"", ""point to"", ""prove oneself"", ""read"", ""say"", ""show"", ""show oneself""}"
944,"ließen",0.00009462215860990767,"could","Missing[""NotAvailable""]"
945,"gedanke",0.00009447824658160362,"thought","Missing[""NotAvailable""]"
946,"hinauf",0.00009433433455329958,"up","{""on it""}"
947,"eindruck",0.00009419042252499555,"impression","Missing[""NotAvailable""]"
948,"zweite",0.00009411846651084351,"second","{""second""}"
949,"schaffen",0.00009411846651084351,"create","{""create"", ""originate"", ""initiate"", ""succeed in"", ""manage to"", ""contrive to"", ""manage"", ""pull off""}"
950,"durfte",0.00009390259846838746,"could","Missing[""NotAvailable""]"
951,"musterte",0.00009383064245423543,"eyed","Missing[""NotAvailable""]"
952,"dunkel",0.00009383064245423543,"dark","{""dark"", ""dim"", ""obscure"", ""swarthy"", ""deep"", ""somber""}"
953,"geschickt",0.00009368673042593139,"cleverly","{""clever"", ""smart"", ""bright"", ""keen"", ""sharp-witted"", ""brainy"", ""quick-witted"", ""accomplished"", ""subtle"", ""ingenious"", ""crafty"", ""able"", ""competent"", ""capable"", ""adroit"", ""skillful"", ""skilful"", ""dexterous"", ""dextrous"", ""handy"", ""deft"", ""ambidextrous"", ""artful"", ""skilled"", ""adequately"", ""ably""}"
954,"erwartet",0.00009361477441177937,"expected","{""due"", ""expected""}"
955,"wußte",0.00009325499434101927,"knew","Missing[""NotAvailable""]"
956,"wichtig",0.00009325499434101927,"important","{""considerable"", ""substantial"", ""notable"", ""significant"", ""appreciable"", ""important"", ""material"", ""relevant"", ""big"", ""major"", ""leading"", ""principal""}"
957,"schule",0.00009311108231271522,"school","Missing[""NotAvailable""]"
958,"plan",0.0000930391262985632,"plan","Missing[""NotAvailable""]"
959,"anfang",0.00009296717028441118,"Beginning","Missing[""NotAvailable""]"
960,"erhob",0.00009296717028441118,"he lifted","Missing[""NotAvailable""]"
961,"fügte",0.00009289521427025917,"added","Missing[""NotAvailable""]"
962,"aryn",0.00009260739021365108,"aryn","Missing[""NotAvailable""]"
963,"nahe",0.00009253543419949906,"Near","{""close"", ""near"", ""proximate""}"
964,"max",0.00009239152217119501,"Max","Missing[""NotAvailable""]"
965,"bedeutete",0.00009239152217119501,"meant","Missing[""NotAvailable""]"
966,"geblieben",0.00009224761014289098,"remained","Missing[""NotAvailable""]"
967,"schuld",0.00009217565412873895,"fault","Missing[""NotAvailable""]"
968,"spielte",0.00009203174210043491,"played","Missing[""NotAvailable""]"
969,"kurzen",0.00009203174210043491,"short","Missing[""NotAvailable""]"
970,"fingern",0.00009174391804382682,"fumble","Missing[""NotAvailable""]"
971,"las",0.0000916719620296748,"read","Missing[""NotAvailable""]"
972,"hör",0.00009152805000137076,"hear","Missing[""NotAvailable""]"
973,"männern",0.00009152805000137076,"men","Missing[""NotAvailable""]"
974,"einzigen",0.00009138413797306672,"single","Missing[""NotAvailable""]"
975,"richtige",0.00009124022594476268,"right one","Missing[""NotAvailable""]"
976,"wald",0.00009116826993061065,"Forest","Missing[""NotAvailable""]"
977,"anderer",0.00009109631391645863,"another","{""other""}"
978,"gestalt",0.00009109631391645863,"shape","Missing[""NotAvailable""]"
979,"ziel",0.00009102435790230662,"aim","Missing[""NotAvailable""]"
980,"merle",0.0000909524018881546,"merle","Missing[""NotAvailable""]"
981,"kenne",0.00009073653384569853,"know","Missing[""NotAvailable""]"
982,"seid",0.00009066457783154651,"are","Missing[""NotAvailable""]"
983,"suche",0.00009044870978909044,"search","Missing[""NotAvailable""]"
984,"solchen",0.00009037675377493843,"such a","Missing[""NotAvailable""]"
985,"grigori",0.00009030479776078641,"grigori","Missing[""NotAvailable""]"
986,"fazio",0.00009023284174663439,"fazio","Missing[""NotAvailable""]"
987,"bauch",0.00009016088573248236,"belly","Missing[""NotAvailable""]"
988,"mack",0.00009008892971833034,"mack","Missing[""NotAvailable""]"
989,"vito",0.00009008892971833034,"vito","Missing[""NotAvailable""]"
990,"sanft",0.00008987306167587427,"gently","{""gentle"", ""soft"", ""mild"", ""softly"", ""mildly""}"
991,"unmöglich",0.00008972914964757024,"impossible","{""impossible""}"
992,"rein",0.0000895852376192662,"purely","{""clean"", ""pure"", ""sheer"", ""plain"", ""outright"", ""blatant"", ""downright"", ""utter"", ""out-and-out"", ""unadulterated"", ""unadulterate"", ""kosher"", ""unpolluted""}"
993,"hexer",0.00008951328160511417,"sorcerer","Missing[""NotAvailable""]"
994,"brauche",0.00008944132559096215,"need","Missing[""NotAvailable""]"
995,"ritter",0.00008929741356265811,"Knight","Missing[""NotAvailable""]"
996,"kerl",0.00008922545754850608,"Guy","Missing[""NotAvailable""]"
997,"worten",0.00008872176544944194,"answer","Missing[""NotAvailable""]"
998,"falken",0.00008864980943528992,"hawks","Missing[""NotAvailable""]"
999,"rannte",0.00008864980943528992,"ran","Missing[""NotAvailable""]"
1000,"zunge",0.00008843394139283386,"tongue","Missing[""NotAvailable""]"
